"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"82","#NBAxESPN Viendo el mejor basquet del mundo, como se extraña a Kyrie Irving. Vamos Celtics. Saludos! Desde Corrientes Argentina <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>",FALSE,0,NA,2018-04-27 01:40:37,FALSE,NA,"989680687019159559",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brianbnb",0,FALSE,FALSE,NA,NA
"83","Game is available for the Celtics to take right here.",FALSE,0,NA,2018-04-27 01:40:33,FALSE,NA,"989680667545030656",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","the_eskimo_spy",0,FALSE,FALSE,NA,NA
"84","RT @celtics: <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/pQ24Oet1Wd",FALSE,0,NA,2018-04-27 01:40:26,FALSE,NA,"989680641175367680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vg8Maria",70,TRUE,FALSE,NA,NA
"85","RT @LocksDFS: If the Celtics come back and win this game, I'll give away $30. Retweet and follow for a chance. Good luck! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/nK…",FALSE,0,NA,2018-04-27 01:40:25,FALSE,NA,"989680635580239873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mackdog5",32,TRUE,FALSE,NA,NA
"86","go Celtics Galing nyo Lodi https://t.co/uEL8VR7scJ",FALSE,0,NA,2018-04-27 01:40:24,FALSE,NA,"989680632983777280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MacalaladMelvin",0,FALSE,FALSE,NA,NA
"87","This Celtics and Bucks series has become extremely underwhelming bro I cannot wait for this to be over.",FALSE,0,NA,2018-04-27 01:40:24,FALSE,NA,"989680629146152960",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","DTrellzBeats",0,FALSE,FALSE,NA,NA
"88","Thon is just not quite quick enough off the dribble. Celtics should look to attack him on every possession",FALSE,0,NA,2018-04-27 01:40:21,FALSE,NA,"989680619134242821",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JustinJett_",0,FALSE,FALSE,NA,NA
"89","watching Boston Celtics vs Milwaukee Bucks",FALSE,0,NA,2018-04-27 01:40:20,FALSE,NA,"989680613757259777",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","313MSPISTOL",0,FALSE,FALSE,NA,NA
"90","now watching #NBAPLAYOFFS on #Nbaonabscbn  Go @celtics https://t.co/GtXcRZhKUp",FALSE,0,NA,2018-04-27 01:40:20,FALSE,NA,"989680612977004544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaraDasmarinas",0,FALSE,FALSE,NA,NA
"91","Amigos que torcem pro gigante @celtics me add pra falar mal do time hoje",FALSE,0,NA,2018-04-27 01:40:19,FALSE,NA,"989680608669569024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","boyviitii",0,FALSE,FALSE,NA,NA
"92","@IanRoss4 @celtics You’re missing Gordon Hayward’s triple double!?",FALSE,1,"IanRoss4",2018-04-27 01:40:17,FALSE,"989537063518326784","989680600708722688","62613496","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sirchristofer14",0,FALSE,FALSE,NA,NA
"93","RT @SBNation: Bill Clinton is at the Bucks-Celtics game https://t.co/lKYuSYmFXD",FALSE,0,NA,2018-04-27 01:40:14,FALSE,NA,"989680589178621952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raised_ByWolves",2,TRUE,FALSE,NA,NA
"94","Wound up working out, but that was a looooot of passed up shots for the Celtics. Ball’s moving, which is better, bu… https://t.co/7VyuUR3qQF",FALSE,0,NA,2018-04-27 01:40:12,TRUE,NA,"989680582639538177",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","YourManDevine",0,FALSE,FALSE,NA,NA
"95","Boston celtics for the winnn!!!<ed><U+00A0><U+00BC><ed><U+00BF><U+0080>
#NBAONABSCBN
#NBAPlayoffs https://t.co/03fdyDVinI",FALSE,0,NA,2018-04-27 01:40:11,FALSE,NA,"989680574636818432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","paranete_joshua",0,FALSE,FALSE,NA,NA
"96","RT @iAmCoryThomas: No it’s just the Bucks and Celtics lol https://t.co/ugbmHRxC7q",FALSE,0,NA,2018-04-27 01:40:10,FALSE,NA,"989680574167224320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lilkennyp_23",1,TRUE,FALSE,NA,NA
"97","Come on Celtics we need this fucking win close these mofos out",FALSE,0,NA,2018-04-27 01:40:10,FALSE,NA,"989680572766310400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seancoachevers",0,FALSE,FALSE,NA,NA
"98","Rozier is ice cold bruh stop shooting #Celtics",FALSE,0,NA,2018-04-27 01:40:09,FALSE,NA,"989680566474768386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jmorse152",0,FALSE,FALSE,NA,NA
"99","Boston celtics for the win <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> #nbaonabscbn",FALSE,0,NA,2018-04-27 01:40:08,FALSE,NA,"989680564985778176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Acesmendoza",0,FALSE,FALSE,NA,NA
"100","Bucks-Celtics is that series we want to end but just won’t",FALSE,0,NA,2018-04-27 01:40:08,FALSE,NA,"989680563891171328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Super_Rio88",0,FALSE,FALSE,NA,NA
